0.0012050,0.95762
0.010102,0.89240
0.022873,0.87047
0.041878,0.84517
0.060520,0.83050
0.080856,0.82031
0.10035,0.81582
0.12068,0.80944
0.14034,0.80313
0.15669,0.79885
0.18339,0.79152
0.20203,0.78658
0.22067,0.78256
0.24851,0.77555
0.26021,0.77380
0.28380,0.76769
0.30202,0.76325
0.32066,0.75853
0.34968,0.75036
0.36642,0.74794
0.38506,0.74427
0.40302,0.74136
0.41810,0.73898
0.44336,0.73360
0.45624,0.73234
0.47403,0.72890
0.49933,0.72449
0.51047,0.72330
0.53193,0.71922
0.55114,0.71610
0.56809,0.71362
0.59224,0.70828
0.60537,0.70634
0.62401,0.70354
0.64731,0.69995
0.66017,0.69866
0.68276,0.69479
0.70197,0.69173
0.72005,0.68888
0.74264,0.68473
0.75620,0.68286
0.76976,0.68094
0.79929,0.67518
0.81099,0.67402
0.82964,0.67055
0.85195,0.66670
0.86692,0.66444
0.88881,0.65986
0.90618,0.65727
0.92285,0.65406
0.95012,0.64900
0.96465,0.64688
0.98499,0.64245
1.0028,0.63940
